Name,Type,Location,Ratings,Reviews,Menu_Price,Pax,Rooms,Amenities
Blessing The Party Lawn,Marriage Garden / Lawns,"Sector 32, Delhi NCR ",5.0,1 review,₹650per plate,1000-1500,,+2 more
Ganeshi Lal Memorial Trust,Banquet Halls,"Shahdara, Delhi NCR ",5.0,1 review,₹600per plate,150-250,,+2 more
Drool Buzz,"Banquet Halls, Small Function / Party Halls","Dwarka, Delhi NCR ",5.0,1 review,"₹1,200per plate",100-150,,+2 more
Banana Tree Hotel and Banquets,"Banquet Halls, 3 Star Hotels with Banquets","East Delhi, Delhi NCR ",,5 reviews,₹900per plate,700-900,25,+4 more
The RainTree AnnaSalai,"4 Star & Above Wedding Hotels, Banquet Halls","Teynampet, Chennai ",,5 reviews,"₹1,200per plate",1200-1200,230,+3 more
Sri Vaijayanti Mahal A/C,Banquet Halls,Chennai ,,,"₹1,00,000per function",350-700,8,+4 more
VPS Mahal,Banquet Halls,Chennai ,,,Price on Request,200-250,2,+4 more
Tamara Party Hall,Banquet Halls,"Teynampet, Chennai ",5.0,1 review,₹300per plate,120-200,,+2 more
Kanchi Mahaswamy Anantha Mandapam,Banquet Halls,"Adyar, Chennai ",5.0,1 review,₹500per plate,600-900,,+2 more
Rose Garden,Marriage Garden / Lawns,"Kolathur, Chennai ",,1 review,Price on Request,100-150,,+2 more
Twisty Tails,Banquet Halls,"Nungambakkam, Chennai ",,,₹500per plate,75-120,,+2 more
U S Party Hall,"Banquet Halls, Small Function / Party Halls","Velachery, Chennai ",5.0,1 review,₹200per plate,80-150,,+2 more
Shelter Beach Resort,"Banquet Halls, Marriage Garden / Lawns",Chennai ,5.0,1 review,"₹1,450per plate",75-800,38,+3 more
Rutland Gate Terraces,Banquet Halls,"Nungambakkam, Chennai ",5.0,4 reviews,₹400per plate,300-450,,+2 more
New Woodlands Hotel,"Banquet Halls, Marriage Garden / Lawns","Mylapore, Chennai ",4.5,4 reviews,₹400per plate,400-1200,140,+3 more
Sri Krishna Mahal,Banquet Halls,"Pallikaranai, Chennai ",,,₹700per plate,250-400,,+2 more
N M Marriage Hall,"Banquet Halls, Kalyana Mandapams","Thirumullaivoyal, Chennai ",5.0,1 review,"₹45,000per function",150-180,,+3 more
Raj Park,Banquet Halls,Chennai ,,6 reviews,"₹1,000per plate",550-650,,+2 more
Aqua Green Hotel,"Banquet Halls, 3 Star Hotels with Banquets",Chennai ,5.0,1 review,₹375per plate,100-2000,15,+3 more
Hari Milan Banquets,Banquet Halls,"Choolai, Chennai ",5.0,6 reviews,Price on Request,0-0,,+2 more
Sri Thillai Mahal,Banquet Halls,Chennai ,,,₹400per plate,500-600,,+2 more
Park Hyatt Chennai,"4 Star & Above Wedding Hotels, Banquet Halls",Chennai ,5.0,1 review,"₹1,500per plate",1500-1500,200,+3 more
AJ Gardens,"Marriage Garden / Lawns, 3 Star Hotels with Banquets","Redhills, Chennai ",,6 reviews,₹400per plate,105-2000,11,+2 more
Sri Ratna Mini Hall,Small Function / Party Halls,"Ramapuram, Chennai ",5.0,1 review,₹200per plate,60-100,,+2 more
Hotel Pranav,"Banquet Halls, 3 Star Hotels with Banquets","Shukrawar Peth, Pune ",,,Price on Request,150-200,15,+3 more
Atharva Banquets,"Banquet Halls, Convention / Function Halls","Sinhagad Road, Pune ",5.0,1 review,₹435per plate,500-600,3,+3 more
"Dadasaheb Darode Hall, Shivajinagar","Banquet Halls, Convention / Function Halls","Shivajinagar, Pune ",,,₹400per plate,500-700,,+2 more
Shubharambh Banquet Hall,Banquet Halls,"Pimple Saudagar, Pune ",4.5,2 reviews,Price on Request,150-200,,+2 more
Flyhigh,Banquet Halls,Pune ,,,₹600per plate,150-250,,+2 more
Vijay Shree Lawns,"Banquet Halls, Marriage Garden / Lawns",Pune ,,,₹450per plate,200-400,,+2 more
"Mulik Palace, Koregaon Park","Banquet Halls, Marriage Garden / Lawns",Pune ,,,₹400per plate,400-3700,,+2 more
Hotel Sagar Inn,"Banquet Halls, 3 Star Hotels with Banquets",Pune ,,,"₹1,299per plate",80-120,45,+3 more
Ramkrishna Mangal Karyalaya,"Banquet Halls, Convention / Function Halls","Pimpri, Pune ",5.0,1 review,₹400per plate,700-1000,,+2 more
Srushti Garden,Marriage Garden / Lawns,"Erandwane, Pune ",5.0,1 review,Price on Request,800-1200,,+2 more
Shree Swamisneh Dining Hall,"Banquet Halls, Small Function / Party Halls","Pimpri, Pune ",,,₹290per plate,50-80,,+2 more
Dwarka Garden Mangal Karyalaya,Marriage Garden / Lawns,Pune ,,,₹600per plate,500-800,,+2 more
Republic Lawn,"Banquet Halls, Marriage Garden / Lawns","Koregaon Park, Pune ",,,₹650per plate,,,+1 more
Hotel Phoenix,"Marriage Garden / Lawns, 3 Star Hotels with Banquets","Koregaon Park, Pune ",,,₹500per plate,150-240,25,+3 more
W Banquet Hall,Banquet Halls,Pune ,,,₹450per plate,250-400,,+2 more
Celebrations Inn Pune,"Banquet Halls, 3 Star Hotels with Banquets","Pimpri, Pune ",,,₹800per plate,180-300,11,+3 more
Hotel Alpine,"Banquet Halls, 3 Star Hotels with Banquets","Pimpri, Pune ",,,Price on Request,150-250,15,+3 more
Icon Bliss by Bird-Of-Paradise,"Marriage Garden / Lawns, 3 Star Hotels with Banquets",Pune ,,,Price on Request,150-200,25,+3 more
Parvati Hall,"Banquet Halls, Convention / Function Halls",Pune ,,,₹300per plate,400-600,,+2 more
"Harmony Marriage Lawns, Lonavala","Marriage Garden / Lawns, Destination Wedding Venues",Pune ,,,₹600per plate,500-750,50,+3 more
PJais Fine Dine Restro,Small Function / Party Halls,"Indira Nagar, Lucknow ",,,₹650per plate,90-150,,+2 more
Madhuban Guest House,Banquet Halls,"Mahanagar, Lucknow ",,,₹500per plate,,,+1 more
The JP,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,5.0,5 reviews,₹800per plate,300-450,8,+3 more
Maple Delite,"Banquet Halls, Marriage Garden / Lawns","Ashiyana, Lucknow ",,9 reviews,₹950per plate,200-750,40,+3 more
Radha Krishna Mandap,"Marriage Garden / Lawns, Wedding Farmhouses","Baraura Hussain Bari, Lucknow ",,,₹400per plate,150-250,4,+2 more
V R S Lawn,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹600per plate,50-500,,+2 more
Emerald Greens,Marriage Garden / Lawns,"Rajajipuram, Lucknow ",,,₹500per plate,650-1000,,+2 more
Shri Ram Janki Marraige Lawn,Marriage Garden / Lawns,"Jankipuram Extension, Lucknow ",,,₹400per plate,500-700,,+2 more
Mahadevi Lawn,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,Price on Request,100-1500,3,+3 more
AyanA Lawns and Resort,Marriage Garden / Lawns,Lucknow ,,,₹700per plate,500-700,,+2 more
Brahmdeep Resorts,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹300per plate,80-500,13,+3 more
Avadh Palace,Marriage Garden / Lawns,Lucknow ,,,₹700per plate,700-1000,,+2 more
Shri Shri Nath Ji Marriage Lawns,Marriage Garden / Lawns,"Mahanagar, Lucknow ",,,₹500per plate,500-1200,,+2 more
Chef Bite,Banquet Halls,"Aliganj, Lucknow ",,,₹400per plate,120-200,,+2 more
DD Hotel,"Banquet Halls, 3 Star Hotels with Banquets","Alambagh, Lucknow ",,,₹800per plate,70-100,28,+3 more
Spring Garden ,"Marriage Garden / Lawns, Venues With Rooms","Barel, Lucknow ",,,₹800per plate,100-1100,4,+4 more
Club Regal and Resort,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,"₹1,750per plate",400-1000,,+2 more
Regal Palace,"Banquet Halls, Marriage Garden / Lawns","Barel, Lucknow ",,,₹900per plate,250-350,13,+3 more
R.R Lawn,Marriage Garden / Lawns,"Balaganj, Lucknow ",5.0,1 review,"₹50,000per function",400-600,,+3 more
Awadh Castle,"Banquet Halls, Marriage Garden / Lawns","Gomti Nagar, Lucknow ",5.0,1 review,"₹1,000per plate",100-1500,11,+3 more
Villa Anoushka,"Banquet Halls, Marriage Garden / Lawns","Sanganer, Jaipur ",,,"₹1,600per plate",250-1000,35,+3 more
Shree Bagh,Marriage Garden / Lawns,Jaipur ,,,₹700per plate,900-1500,,+2 more
Shree Ram Garden Goner,Marriage Garden / Lawns,"Sanganer, Jaipur ",,,Price on Request,300-500,,+2 more
Bellatrix Banquet Hall,Banquet Halls,Jaipur ,,,Price on Request,60-100,,+2 more
Umaid Mahal,"4 Star & Above Wedding Hotels, Banquet Halls","Bani Park, Jaipur ",,1 review,"₹3,000per plate",100-250,30,+3 more
Chandhari Marriage Gardern,Marriage Garden / Lawns,"Sanganer, Jaipur ",,,"₹25,000per function",600-800,,+3 more
The South Aqua Park,"Banquet Halls, Marriage Garden / Lawns","Sitapura, Jaipur ",,,₹800per plate,100-200,,+2 more
The Rajwada Resort and Spa,"Banquet Halls, Marriage Garden / Lawns","Sanganer, Jaipur ",,1 review,"₹1,500per plate",800-1500,23,+3 more
Peppermint Hotel,"Banquet Halls, 3 Star Hotels with Banquets",Jaipur ,4.5,4 reviews,₹850per plate,,,+2 more
Royal Haveli,"Banquet Halls, Marriage Garden / Lawns",Jaipur ,5.0,1 review,₹900per plate,650-1500,,+2 more
Om Marriage Garden,"Banquet Halls, Marriage Garden / Lawns","Sikar Road, Jaipur ",,,₹400per plate,100-1000,,+2 more
S B Garden & Bal Niwas Marriage Garden,"Marriage Garden / Lawns, Wedding Farmhouses",Jaipur ,,,Price on Request,600-1000,2,+3 more
Gitanjali,"3 Star Hotels with Banquets, Small Function / Party Halls","Sitapura, Jaipur ",,,₹300per plate,90-1300,12,+3 more
Novotel Jaipur Convention Centre,"4 Star & Above Wedding Hotels, Banquet Halls",Jaipur ,5.0,1 review,"₹2,500per plate",1000-2000,226,+4 more
Krishnam Banquet & Garden,"Banquet Halls, Marriage Garden / Lawns",Jaipur ,,,Price on Request,250-600,,+2 more
Souvenir Premier,"4 Star & Above Wedding Hotels, Banquet Halls","New Sanganer Road Mansarover, Jaipur ",,2 reviews,₹850per plate,,,+2 more
Rangoli Marriage Garden,"Banquet Halls, Marriage Garden / Lawns","Kanakpura, Jaipur ",,,₹700per plate,250-2000,8,+3 more
Swami LeelaShah Bhawan,"Banquet Halls, Venues With Rooms",Jaipur ,,,Price on Request,300-400,12,+4 more
Mohan Vatika Marriage Garden,Marriage Garden / Lawns,"Chomu, Jaipur ",,,₹350per plate,1250-2000,,+2 more
Radisson Hotel Jaipur City Center,"4 Star & Above Wedding Hotels, Banquet Halls","Sindhi Camp, Jaipur ",5.0,14 reviews,"₹2,100per plate",30-450,135,+4 more
Hotel Clarks Heights,"3 Star Hotels with Banquets, Venues With Rooms","Patel Nagar, Delhi NCR ",5.0,2 reviews,₹850per plate,850-950,35,+3 more
Seven Seas Hotel,"4 Star & Above Wedding Hotels, Banquet Halls","Rohini, Delhi NCR ",,38 reviews,"₹3,000per plate",20-1275,90,+3 more
S.S Garden,Marriage Garden / Lawns,Delhi NCR ,4.5,1 review,Price on Request,800-1000,,+2 more
La Stella Banquet,"Banquet Halls, Convention / Function Halls",Delhi NCR ,4.5,9 reviews,"₹1,350per plate",1300-1500,,+2 more
Grandeur by Lavanya,"Banquet Halls, Convention / Function Halls","Wazirpur, Delhi NCR ",,24 reviews,"₹1,800per plate",200-700,,+2 more
Sat Saheb Garden,"Banquet Halls, Marriage Garden / Lawns","West Delhi, Delhi NCR ",5.0,1 review,₹500per plate,200-800,,+2 more
The Dwelling Inn,"Banquet Halls, 3 Star Hotels with Banquets","Greater Noida, Delhi NCR ",5.0,3 reviews,"₹1,200per plate",30-225,30,+3 more
A Square Banquet Party Hall,Banquet Halls,"Rohini, Delhi NCR ",5.0,1 review,₹550per plate,125-250,,+2 more
Wedding Villa,"Banquet Halls, Convention / Function Halls","Ghaziabad, Delhi NCR ",4.7,3 reviews,"₹1,600per plate",300-600,,+2 more
Enkay Residency,"Banquet Halls, 3 Star Hotels with Banquets","Sector 15, Delhi NCR ",5.0,1 review,"₹1,450per plate",75-100,26,+3 more
The Moments,"Banquet Halls, Marriage Garden / Lawns","Gt Karnal Road, Delhi NCR ",5.0,1 review,₹650per plate,30-900,35,+3 more
Noida Dreamz,"Banquet Halls, Marriage Garden / Lawns","Noida, Delhi NCR ",5.0,1 review,₹850per plate,50-150,30,+3 more
Flavours from Heaven,Banquet Halls,"Najafgarh Road, Delhi NCR ",5.0,1 review,₹600per plate,200-300,,+2 more
Exotic Garden,Marriage Garden / Lawns,"Indirapuram, Delhi NCR ",5.0,1 review,"₹1,500per plate",300-1000,,+2 more
Hotel Samrat Kaushambi,"Banquet Halls, 3 Star Hotels with Banquets","Kaushambi, Delhi NCR ",5.0,1 review,₹650per plate,50-110,21,+3 more
Hotel West View,"Banquet Halls, 3 Star Hotels with Banquets","Ghaziabad, Delhi NCR ",5.0,2 reviews,"₹1,500per plate",350-400,25,+4 more
Eternity Hotel,"3 Star Hotels with Banquets, Small Function / Party Halls","Rajouri Garden, Delhi NCR ",5.0,1 review,"₹1,300per plate",45-120,16,+3 more
The Imperial Banquet,Banquet Halls,"Patel Nagar, Delhi NCR ",5.0,1 review,₹800per plate,300-500,,+2 more
Pavilion by Ferns N Petals,"Banquet Halls, Marriage Garden / Lawns","Chattarpur, Delhi NCR ",,12 reviews,"₹1,500per plate",1500-1700,,+2 more
Inaayat Farm,"Marriage Garden / Lawns, Wedding Farmhouses",Delhi NCR ,,4 reviews,"₹1,000per plate",60-150,4,+3 more
Hotel Aadithya by TGI,"Banquet Halls, 3 Star Hotels with Banquets","Vadapalani, Chennai ",,,₹800per plate,250-400,48,+3 more
Blue Lagoon Wedding Complex,"Banquet Halls, Marriage Garden / Lawns","ECR East Coast Road, Chennai ",5.0,1 review,₹500per plate,1000-4000,30,+4 more
Sri Meenakshi Mahal,Banquet Halls,Chennai ,,,₹300per plate,600-900,,+2 more
Hotel Metro Manor,"Banquet Halls, 3 Star Hotels with Banquets",Chennai ,,,Price on Request,100-150,60,+3 more
Mushiga Hall,Banquet Halls,"Tambaram, Chennai ",,,Price on Request,350-500,,+2 more
Mohanavasuki Party Hall,Banquet Halls,Chennai ,,,₹400per plate,200-300,,+3 more
Aiswarya Thirumana Mahal,Banquet Halls,"Pallikaranai, Chennai ",,,₹400per plate,450-750,,+2 more
Heritage Beach Lawn,"Banquet Halls, Marriage Garden / Lawns",Chennai ,5.0,1 review,"₹1,500per plate",500-1200,2,+4 more
Sri Balaji Mini Hall,Banquet Halls,"Madipakkam, Chennai ",,,₹600per plate,200-300,,+2 more
Square Space Mogappair,Banquet Halls,"Mogappair, Chennai ",,,₹350per plate,150-250,,+2 more
SPS Thirumana Mandapam,Banquet Halls,"Saidapet, Chennai ",5.0,1 review,₹400per plate,500-800,,+2 more
Maharaja Kalyana Mandapam,"Banquet Halls, Kalyana Mandapams",Chennai ,,,₹350per plate,600-1000,,+3 more
Sri Palani Marriage Hall,Banquet Halls,"Tambaram, Chennai ",,,₹300per plate,140-250,,+2 more
Shri Sai Palace,Banquet Halls,Chennai ,,,Price on Request,500-800,9,+4 more
Laxmi Garden,"Marriage Garden / Lawns, Small Function / Party Halls",Chennai ,4.7,3 reviews,₹275per plate,80-100,3,+3 more
Hotel Milestonnez,"Banquet Halls, Marriage Garden / Lawns",Chennai ,5.0,1 review,₹250per plate,70-500,60,+3 more
Chennai Convention Centre,Banquet Halls,"Injambakkam, Chennai ",5.0,2 reviews,"₹45,000per function",150-650,,+3 more
HPM Paradise,"Banquet Halls, Kalyana Mandapams","Ambattur, Chennai ",5.0,1 review,₹500per plate,2000-3000,,+2 more
Wings Convention Centre,"Marriage Garden / Lawns, Venues With Rooms","Vanagaram, Chennai ",5.0,1 review,Price on Request,100-1500,10,+4 more
Sri Motel Highway Jains,Banquet Halls,"Avadi, Chennai ",,,₹300per plate,300-450,,+2 more
Malhar Mount Villa,"Banquet Halls, Small Function / Party Halls",Pune ,,,"₹25,000per function",75-125,9,+4 more
Tamhankars Moreshwar Sabhagruha,"Banquet Halls, Convention / Function Halls","Kothrud, Pune ",,,₹300per plate,750-1000,,+2 more
Santosh Mangal Karyalaya,"Banquet Halls, Kalyana Mandapams","Pimpri, Pune ",,,₹250per plate,200-360,,+2 more
Agreen Hotels & Resorts Private Limited,"Banquet Halls, Wedding Resorts","Erandwane, Pune ",,,₹750per plate,135-200,37,+3 more
Kuch Khass Celebrations,"Banquet Halls, Marriage Garden / Lawns","Pimpri, Pune ",,,Price on Request,150-200,,+2 more
Shree Balaji Banquet Hall,Banquet Halls,"Bhosari, Pune ",,,₹600per plate,150-200,,+3 more
"United-21 Retreat, Lonavala","Banquet Halls, Marriage Garden / Lawns",Pune ,,,"₹1,000per plate",600-700,74,+3 more
Aaryash The Hillton Resort,Marriage Garden / Lawns,Pune ,,,₹499per plate,260-350,3,+4 more
Hotel Angaraj,"Marriage Garden / Lawns, Convention / Function Halls",Pune ,,,₹650per plate,450-700,,+2 more
Om Shri Sharda Lawns,Marriage Garden / Lawns,Pune ,,,₹500per plate,1400-2000,,+2 more
Deccan Harvest,Marriage Garden / Lawns,Pune ,5.0,1 review,"₹1,100per plate",200-250,,+2 more
The Farm,Marriage Garden / Lawns,"Nigdi, Pune ",,,₹800per plate,,,+1 more
"Hotel Gandharv Residency, Shivajinagar, Pune","Banquet Halls, 3 Star Hotels with Banquets","Hadapsar, Pune ",,,₹550per plate,50-150,30,+3 more
Sundarban Lawns,"Banquet Halls, Marriage Garden / Lawns",Pune ,,,₹300per plate,1000-3200,,+2 more
Sahyadri Villa,"Marriage Garden / Lawns, Wedding Farmhouses",Pune ,,,Price on Request,50-60,5,+3 more
Narmada Garden,"Banquet Halls, Marriage Garden / Lawns","Pimpri, Pune ",,1 review,₹400per plate,180-500,,+2 more
"Indira Moreshwar Sabhagruha Banquet Hall, Shaniwar Peth","Banquet Halls, Convention / Function Halls","Shaniwar Peth, Pune ",,,₹400per plate,,,+1 more
Kyriad Hotel,"Banquet Halls, 3 Star Hotels with Banquets",Pune ,5.0,8 reviews,"₹2,40,000per function",150-250,61,+4 more
New Mayur Mangal Karyalaya,Banquet Halls,"Pimpri, Pune ",,,₹250per plate,150-250,,+2 more
Flora Garden,Marriage Garden / Lawns,Pune ,,,₹200per plate,900-1200,,+2 more
Chef Bite,Banquet Halls,"Aliganj, Lucknow ",,,₹400per plate,120-200,,+2 more
Aashirwad Lawn,Marriage Garden / Lawns,Lucknow ,,,Price on Request,1000-1500,,+2 more
Lohia Lawn,Marriage Garden / Lawns,Lucknow ,,,₹500per plate,450-600,,+2 more
Blue Orchid Resort,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹750per plate,100-800,10,+3 more
Riz Palace Marriage Lawn,Marriage Garden / Lawns,Lucknow ,,,Price on Request,1500-2000,,+2 more
Nadiya Kinare Lawns,Marriage Garden / Lawns,Lucknow ,,,₹900per plate,1800-3000,,+2 more
Greek Garden,"Banquet Halls, Marriage Garden / Lawns","SGPGI Rae Bareilly Road, Lucknow ",,8 reviews,"₹1,000per plate",150-1500,08,+4 more
Sumitra Marriage Lawn,"Banquet Halls, Marriage Garden / Lawns","Lalbagh, Lucknow ",,,Price on Request,400-1000,26,+3 more
Carlton Mashaal,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹300per plate,120-600,,+2 more
Basantkunj Lawns & Resorts,"Marriage Garden / Lawns, Wedding Farmhouses",Lucknow ,5.0,13 reviews,₹500per plate,120-500,5,+3 more
The Mango Hotel,"Banquet Halls, 3 Star Hotels with Banquets","LDA Colony, Lucknow ",,,₹550per plate,150-250,20,+3 more
Vindhyavasini Guest House,Banquet Halls,"Indira Nagar, Lucknow ",,,₹650per plate,200-300,,+2 more
Amba Palace,Marriage Garden / Lawns,"Rajajipuram, Lucknow ",,,₹400per plate,400-600,,+2 more
Sri Ram Marriage Hall,Banquet Halls,Lucknow ,,,₹500per plate,250-300,,+2 more
Lala Bagh Palace Marriage Hall,"Banquet Halls, Marriage Garden / Lawns","Rajajipuram, Lucknow ",,,₹450per plate,100-250,,+2 more
Familia Hotel and Banquets,"Banquet Halls, 3 Star Hotels with Banquets",Lucknow ,,,₹900per plate,250-300,21,+3 more
DVSR Hotel,Banquet Halls,"Sarojini Nagar, Lucknow ",,,₹800per plate,200-400,,+2 more
Janardan Farms & Resort,Marriage Garden / Lawns,Lucknow ,,,Price on Request,50-60,,+2 more
JJ Lawns,"Marriage Garden / Lawns, Venues With Rooms",Lucknow ,,,"₹1,000per plate",450-2000,15,+3 more
Viviana Greens,"Marriage Garden / Lawns, Wedding Farmhouses",Lucknow ,5.0,1 review,"₹1,000per plate",500-800,4,+3 more
Shanti Garden,Marriage Garden / Lawns,Jaipur ,,,₹650per plate,350-650,,+2 more
Hotel Gulab Villa,"Banquet Halls, 3 Star Hotels with Banquets","Adarsh Nagar, Jaipur ",,,₹350per plate,180-300,11,+3 more
"5 By OYO, Jaipur","Banquet Halls, 3 Star Hotels with Banquets",Jaipur ,,1 review,₹750per plate,,,+2 more
The Dragon Club,Small Function / Party Halls,Jaipur ,,,₹400per plate,60-100,,+2 more
Hari Niwas Paradise,Marriage Garden / Lawns,"Sitapura, Jaipur ",,,₹400per plate,250-300,,+2 more
Resort De Reverie,"Banquet Halls, Marriage Garden / Lawns","Sanganer, Jaipur ",,,Price on Request,100-2500,18,+3 more
Scary Mansion Lounge & Bar,Small Function / Party Halls,"JLN Marg, Jaipur ",,,₹700per plate,70-100,,+2 more
The Knights Inn,"Banquet Halls, 3 Star Hotels with Banquets",Jaipur ,,,"₹1,650per plate",80-120,27,+3 more
S S Paradise,Marriage Garden / Lawns,"Sanganer, Jaipur ",,,₹450per plate,800-1200,,+2 more
Hotel Radoli House,"Banquet Halls, 3 Star Hotels with Banquets","Bani Park, Jaipur ",,,₹650per plate,300-500,19,+3 more
Regenta Central Jaipur,"3 Star Hotels with Banquets, Destination Wedding Venues","Kalwar Road, Jaipur ",5.0,1 review,₹650per plate,40-500,44,+3 more
Shakun Hotels & Resorts,"3 Star Hotels with Banquets, Destination Wedding Venues",Jaipur ,5.0,1 review,"₹1,299per plate",,,+2 more
Doda's Palace,"Banquet Halls, 3 Star Hotels with Banquets","Raja Park, Jaipur ",,,₹500per plate,100-150,47,+3 more
The Marmelos House,"Banquet Halls, Marriage Garden / Lawns","Kukas, Jaipur ",5.0,3 reviews,₹800per plate,80-300,,+3 more
Radha Rani Farm House in Jaipur,"Marriage Garden / Lawns, Wedding Farmhouses",Jaipur ,,,₹800per plate,500-800,8,+3 more
Jasoda Heritage By Keshav Global Hotels,"Banquet Halls, 3 Star Hotels with Banquets",Jaipur ,,,₹650per plate,50-80,36,+3 more
Raas House Marriage Garden,"Banquet Halls, Marriage Garden / Lawns","Bani Park, Jaipur ",,,₹450per plate,200-2000,,+2 more
